"mon_feature_id","date_time","sample_begin_depth","institution_abbr","preservative_abbr","Ca_Diss_Water","Cl_Diss_Water","DMS_Tot_Water","EC_Phys_Water","F_Diss_Water","K_Diss_Water","Mg_Diss_Water","Na_Diss_Water","NH4_N_Diss_Water","NO3_NO2_N_Diss_Water","P_Tot_Water","pH_Diss_Water","PO4_P_Diss_Water","Si_Diss_Water","SO4_Diss_Water","TAL_Diss_Water","Station","Qat"
101975,2013-04-10 11:58:00,0,"DWS-RQIS","HGCL2",19.318,57.161,245.344,43,0.181,9.117,6.276,42.92,3.585,3.695,,7.916,0.788,4.307,17.036,57.367,"G2H015Q01","G22H"
101975,2013-05-08 14:20:00,0,"DWS-RQIS","HGCL2",19.695,79.552,329.566,56.3,0.201,11.753,9.003,58.821,2.573,5.763,,7.964,1.689,6.217,24.533,75.459,"G2H015Q01","G22H"
101975,2013-06-05 11:45:00,0,"DWS-RQIS","HGCL2",15.127,54.367,197.91,34.72,0.229,5.918,6.787,34.726,0.454,1.511,,7.602,0.181,4.373,19.912,43.482,"G2H015Q01","G22H"
101975,2013-07-03 11:45:00,0,"DWS-RQIS","HGCL2",4.739,21.13,69.792,14.08,0.121,2.495,3.204,13.195,0.025,0.963,,7.277,0.032,1.91,8.729,9.666,"G2H015Q01","G22H"
101975,2013-07-31 11:35:00,0,"DWS-RQIS","HGCL2",17.322,66.622,248.12,42.8,0.126,6.39,9.45,45.656,0.404,1.46,,7.72,0.166,5.442,20.375,61.256,"G2H015Q01","G22H"
101975,2013-09-25 15:15:00,0,"DWS-RQIS","HGCL2",19.964,60.722,230.397,38.7,0.162,5.544,8.741,38.186,0.163,1.048,,8.218,0.111,4.904,17.464,61.041,"G2H015Q01","G22H"
101975,2013-10-23 11:20:00,0,"DWS-RQIS","HGCL2",18.264,78.466,271.445,42.7,0.181,6.659,8.905,48.367,0.594,1.537,,7.51,0.695,5.871,17.785,68.171,"G2H015Q01","G22H"
101975,2013-11-20 11:30:00,0,"DWS-RQIS","HGCL2",,108.593,,63.302,0.212,6.41,7.836,38.259,0.025,0.823,,8.034,0.145,5.167,,109.881,"G2H015Q01","G22H"
101975,2014-01-15 14:30:00,0,"DWS-RQIS","HGCL2",18.251,80.93,,43.577,0.162,,7.359,,0.025,2.43,,7.387,0.904,4.449,17.507,88.506,"G2H015Q01","G22H"
101975,2014-02-19 11:25:00,0,"DWS-RQIS","HGCL2",19.877,85.07,,49.572,0.167,,6.935,,1.126,4.257,,7.55,1.818,4.863,19.173,98.438,"G2H015Q01","G22H"
101975,2014-05-14 11:15:00,0,"DWS-RQIS","HGCL2",13.354,71.229,,40.8,,,6.14,,1.28,2.967,,7.665,1.2,5.429,13.506,55.49,"G2H015Q01","G22H"
101975,2014-06-02 13:30:00,0,"DWS-RQIS","HGCL2",11.522,35.105,,23.4,,,3.199,,0.115,2.054,,7.219,0.157,2.844,16.696,33.72,"G2H015Q01","G22H"
101975,2014-06-11 10:50:00,0,"DWS-RQIS","HGCL2",18.779,71.859,,44.4,,,8.209,,0.05,1.458,,7.621,0.342,5.091,20.939,56.447,"G2H015Q01","G22H"
101975,2014-07-16 12:00:00,0,"DWS-RQIS","HGCL2",19.43,86.654,,49.8,,,10.518,,0.385,1.373,,7.785,0.558,6.004,21.91,67.424,"G2H015Q01","G22H"
101975,2014-08-27 11:30:00,0,"DWS-RQIS","HGCL2",17.724,85.293,,47,0.191,,10.492,,0.05,0.97,,7.998,0.331,5.862,17.953,71.337,"G2H015Q01","G22H"
101975,2014-09-24 10:54:00,0,"DWS-RQIS","HGCL2",12.926,62.267,,37.14,0.226,,7.912,,0.665,1.522,,7.567,0.487,4.89,12.37,56.594,"G2H015Q01","G22H"
101975,2014-10-22 10:20:00,0,"DWS-RQIS","HGCL2",19.683,96.308,,57.6,0.2,,12.946,,3.166,2.376,,7.944,1.456,6.528,12.897,102.282,"G2H015Q01","G22H"
101975,2014-11-26 10:45:00,0,"DWS-RQIS","HGCL2",18.23,88.191,,51.7,0.168,,10.21,,0.05,6.676,,7.214,1.199,5.303,19.633,59.41,"G2H015Q01","G22H"
101975,2015-01-21 09:15:00,0,"DWS-RQIS","HGCL2",20.993,111.773,,62.6,0.566,,8.835,,0.05,3.036,,8.148,0.756,3.083,24.48,81.004,"G2H015Q01","G22H"
101975,2015-02-18 10:45:00,0,"DWS-RQIS","HGCL2",18.973,99.541,,62.5,0.317,,10.546,,0.92,10.241,,7.979,1.292,2.95,23.784,88.499,"G2H015Q01","G22H"
101975,2015-03-18 09:35:00,0,"DWS-RQIS","HGCL2",21.229,103.03,,69.3,0.699,,8.767,,9.669,7.218,,8.274,1.797,5.065,28.494,114.594,"G2H015Q01","G22H"
101975,2015-04-15 12:10:00,0,"DWS-RQIS","HGCL2",20.943,92.442,,62.9,0.22,16.476,,72.677,8.14,5.882,,7.972,3.434,4.583,26.322,97.991,"G2H015Q01","G22H"
101975,2015-06-10 11:10:00,0,"DWS-RQIS","HGCL2",21.929,92.916,,52.4,0.201,10.449,,51.741,2.662,2.414,,8.078,0.271,6.365,29.256,78.742,"G2H015Q01","G22H"
101975,2015-07-15 10:15:00,0,"DWS-RQIS","HGCL2",22.731,85.355,269.944,52,0.145,8.579,8.821,55.797,0.97,0.447,,8.007,0.353,2.662,25.336,48.283,"G2H015Q01","G22H"
101975,2015-08-19 11:08:00,0,"DWS-RQIS","HGCL2",22.167,93.65,328.926,52.6,0.516,7.633,11.028,58.626,0.426,1.746,,7.18,0.266,5.534,24.343,83.551,"G2H015Q01","G22H"
101975,2015-09-16 10:20:00,0,"DWS-RQIS","HGCL2",19.746,83.206,305.68,50.3,0.35,7.572,7.815,53.526,0.73,6.015,,7.996,0.7,5.193,16.543,71.526,"G2H015Q01","G22H"
101975,2015-10-21 11:25:00,0,"DWS-RQIS","HGCL2",24.363,106.542,,66.1,0.417,11.374,9.714,73.761,0.05,,,7.521,3.245,6.459,24.626,,"G2H015Q01","G22H"
101975,2015-11-25 10:35:00,0,"DWS-RQIS","HGCL2",24.1,107.1,463.295,70.9,0.897,16.2,13,75.3,5.095,2.22,,8.4,2.531,5.8,26,144.8,"G2H015Q01","G22H"
101975,2016-01-20 11:50:00,0,"DWS-RQIS","HGCL2",29.7,118.3,454.723,67.1,1.67,17.8,9.5,85.7,0.447,5.341,,8.1,2.889,3.1,30.1,105.7,"G2H015Q01","G22H"
101975,2016-04-13 10:50:00,0,"DWS-RQIS","HGCL2",23.7,99.2,436.856,65.8,0.307,16.2,8.4,73.9,8.615,7.181,,7.8,0.04,4.61,39,109.2,"G2H015Q01","G22H"
101975,2016-06-08 11:30:00,0,"DWS-RQIS","HGCL2",24.7,108.5,430.897,65.4,0.248,15.1,10.6,76.1,5.224,6.152,,8.3,1.594,6.2,28.9,104.9,"G2H015Q01","G22H"
101975,2016-07-06 11:35:00,0,"DWS-RQIS","HGCL2",12.4,45.8,167.161,26.4,0.255,5.1,6.2,31,0.664,1.053,,7.5,0.45,3.8,13.3,37.9,"G2H015Q01","G22H"
101975,2016-08-10 12:30:00,0,"DWS-RQIS","HGCL2",20.4,79.9,295.659,48.3,0.367,6.8,12.2,51.5,1.505,1.549,,8,0.477,6,23.4,74.5,"G2H015Q01","G22H"
101975,2016-08-31 11:00:00,0,"DWS-RQIS","HGCL2",24.1,83.9,362.823,50.4,0.519,9.5,10.6,55.4,5.836,1.556,,7.1,2.242,6.1,21.7,111.4,"G2H015Q01","G22H"
101975,2016-09-28 10:30:00,0,"DWS-RQIS","HGCL2",19.1,72.8,286.738,46.1,0.675,8,10,47.6,2.471,1.74,,7.9,0.76,4.9,16.1,81.4,"G2H015Q01","G22H"
101975,2016-10-26 10:05:00,0,"DWS-RQIS","HGCL2",25,100.3,440.197,66.6,0.154,12.5,13.5,67.4,4.504,3.086,,8,2.02,8.8,21.7,142.7,"G2H015Q01","G22H"
101975,2016-11-20 10:30:00,0,"DWS-RQIS","HGCL2",28.4,135.5,573.366,85.5,0.753,18.2,9.8,99.4,13.687,3.491,,7.8,1.81,4.9,29.8,174.6,"G2H015Q01","G22H"
101975,2017-01-25 10:00:00,0,"DWS-RQIS","HGCL2",31.9,142,502.27,78.3,0.355,20,10.2,97.6,3.102,4.192,,8.2,1.881,4.5,32.9,114,"G2H015Q01","G22H"
101975,2017-02-22 11:30:00,0,"DWS-RQIS","HGCL2",34.8,153.9,667.154,94.7,0.343,25.6,14,114.3,11.119,3.067,,8.6,4.51,5.8,30.1,207,"G2H015Q01","G22H"
101975,2017-03-29 10:40:00,0,"DWS-RQIS","HGCL2",27.1,93.1,396.405,66.7,0.103,19.7,7.8,76.8,0.05,23.93,,6.8,0.799,5.5,30.8,26.7,"G2H015Q01","G22H"
101975,2017-05-17 10:09:00,0,"DWS-RQIS","HGCL2",23,97.3,405.961,63.5,0.358,17.4,8,68.6,3.589,6.443,,7.4,1.874,5.3,38.9,93.1,"G2H015Q01","G22H"
101975,2017-06-20 10:00:00,0,"DWS-RQIS","HGCL2",17.2,47.7,188.253,30.9,0.179,6.5,5.2,29.6,0.736,1.902,,7.7,0.461,3.6,13.3,47.4,"G2H015Q01","G22H"
101975,2017-07-19 10:30:00,0,"DWS-RQIS","HGCL2",22.6,70.4,271.791,44.8,0.293,8.3,8.4,44.8,0.05,2.133,,7.8,0.417,4.9,29.4,63,"G2H015Q01","G22H"
101975,2017-08-23 10:06:00,0,"DWS-RQIS","HGCL2",18.8,54.8,232.926,34.8,0.242,6.7,6.3,36,0.05,2.135,,7.5,0.353,4.2,20.6,64.7,"G2H015Q01","G22H"
101975,2017-09-20 10:00:00,0,"DWS-RQIS","HGCL2",17.1,63.7,244.148,43.6,0.167,9.1,7.3,43.4,0.137,6.705,,7.1,1.153,5.1,23.9,37.8,"G2H015Q01","G22H"
101975,2017-11-29 09:35:00,0,"DWS-RQIS","HGCL2",25.1,93,381.405,62.6,0.256,14.5,9,81,0.05,2.825,,7.6,0.457,4.5,39.6,86.1,"G2H015Q01","G22H"
101975,2018-01-31 10:00:00,0,"DWS-RQIS","HGCL2",22.4,116.7,405.149,65.6,0.391,15.7,11,87.9,0.05,0.681,,7.9,0.951,4.4,38.5,87.4,"G2H015Q01","G22H"
101975,2018-02-28 09:45:00,0,"DWS-RQIS","HGCL2",31.6,127.9,492.045,79.7,0.215,22.2,13.5,99.5,0.05,1.227,,8.2,0.673,3.1,49.6,114.8,"G2H015Q01","G22H"
